Date,구장,원정팀,원정팀점수,홈팀점수,홈팀,원정팀결과,홈팀결과,비고
2010-07-04 17:00,잠실,롯데,6,2,LG,승,패,정규시즌
2010-07-13 18:30,목동,롯데,9,2,넥센,승,패,정규시즌
2010-07-14 18:30,목동,롯데,2,2,넥센,무,무,정규시즌
2010-07-15 18:30,목동,롯데,4,9,넥센,패,승,정규시즌
2010-07-18 17:00,잠실,롯데,1,3,두산,패,승,정규시즌
2010-07-20 18:30,대전,롯데,3,4,한화,패,승,정규시즌
2010-07-21 18:30,대전,롯데,0,1,한화,패,승,정규시즌
2010-07-22 18:30,대전,롯데,9,1,한화,승,패,정규시즌
2010-08-03 18:30,잠실,롯데,7,1,두산,승,패,정규시즌
2010-08-04 18:30,잠실,롯데,4,13,두산,패,승,정규시즌
2010-08-05 18:30,잠실,롯데,4,1,두산,승,패,정규시즌
2010-08-06 18:30,대전,롯데,11,3,한화,승,패,정규시즌
2010-08-07 17:00,대전,롯데,4,12,한화,패,승,정규시즌
2010-08-08 17:00,대전,롯데,2,4,한화,패,승,정규시즌
2010-08-13 18:30,무등,롯데,2,7,기아,패,승,정규시즌
2010-08-14 17:00,무등,롯데,10,2,기아,승,패,정규시즌
2010-08-15 17:00,무등,롯데,2,3,기아,패,승,정규시즌
2010-08-17 18:30,문학,롯데,5,0,SK,승,패,정규시즌
2010-08-18 18:30,문학,롯데,9,5,SK,승,패,정규시즌
2010-08-19 18:30,문학,롯데,6,3,SK,승,패,정규시즌
2010-09-02 18:30,무등,롯데,6,1,기아,승,패,정규시즌
2010-09-03 18:30,무등,롯데,10,6,기아,승,패,정규시즌
2010-09-08 18:30,대구,롯데,4,3,삼성,승,패,정규시즌
2010-09-09 18:30,잠실,롯데,3,0,LG,승,패,정규시즌
2010-09-11 17:00,잠실,롯데,12,10,두산,승,패,정규시즌
2010-09-12 17:00,잠실,롯데,0,5,두산,패,승,정규시즌
2010-09-17 18:30,대전,롯데,2,7,한화,패,승,정규시즌
2010-09-18 17:00,대전,롯데,11,1,한화,승,패,정규시즌
2010-09-19 17:00,대전,롯데,7,1,한화,승,패,정규시즌
2010-09-25 17:00,목동,롯데,3,1,넥센,승,패,정규시즌
2010-09-29 18:00,잠실,롯데,10,5,두산,승,패,준플레이오프
2010-09-30 18:00,잠실,롯데,4,1,두산,승,패,준플레이오프
2010-10-05 18:00,잠실,롯데,4,11,두산,패,승,준플레이오프
2011-03-19 13:00,대전,롯데,2,3,한화,패,승,시범경기
2011-03-24 13:00,잠실,롯데,4,2,LG,승,패,시범경기
2011-03-25 13:00,잠실,롯데,4,5,LG,패,승,시범경기
2011-03-26 13:00,대구,롯데,4,1,삼성,승,패,시범경기
2011-03-27 13:00,대구,롯데,4,0,삼성,승,패,시범경기
2011-04-05 18:30,대구,롯데,10,3,삼성,승,패,정규시즌
2011-04-06 18:30,대구,롯데,0,1,삼성,패,승,정규시즌
2011-04-08 18:30,목동,롯데,0,3,넥센,패,승,정규시즌
2011-04-09 17:00,목동,롯데,6,12,넥센,패,승,정규시즌
2011-04-10 17:00,목동,롯데,5,1,넥센,승,패,정규시즌
2011-04-15 18:30,잠실,롯데,2,8,LG,패,승,정규시즌
2011-04-16 17:00,잠실,롯데,3,4,LG,패,승,정규시즌
2011-04-17 17:00,잠실,롯데,4,1,LG,승,패,정규시즌
2011-04-19 18:30,대전,롯데,2,2,한화,무,무,정규시즌
2011-04-20 18:30,대전,롯데,2,4,한화,패,승,정규시즌
2011-04-21 18:30,대전,롯데,1,4,한화,패,승,정규시즌
2011-04-29 18:30,무등,롯데,6,5,기아,승,패,정규시즌
2011-04-30 17:00,무등,롯데,1,4,기아,패,승,정규시즌
2011-05-01 17:00,무등,롯데,7,2,기아,승,패,정규시즌
2011-05-06 18:30,잠실,롯데,10,6,두산,승,패,정규시즌
2011-05-07 17:00,잠실,롯데,8,7,두산,승,패,정규시즌
2011-05-08 17:00,잠실,롯데,0,5,두산,패,승,정규시즌
2011-05-17 18:30,문학,롯데,8,2,SK,승,패,정규시즌
2011-05-18 18:30,문학,롯데,2,4,SK,패,승,정규시즌
2011-05-19 18:30,문학,롯데,3,2,SK,승,패,정규시즌
2011-05-21 17:00,잠실,롯데,4,5,LG,패,승,정규시즌
2011-05-22 17:00,잠실,롯데,4,7,LG,패,승,정규시즌
2011-05-27 18:30,무등,롯데,3,11,기아,패,승,정규시즌
2011-05-28 17:00,무등,롯데,9,0,기아,승,패,정규시즌
2011-05-29 17:00,무등,롯데,5,7,기아,패,승,정규시즌
2011-06-07 18:30,대구,롯데,1,9,삼성,패,승,정규시즌
2011-06-08 18:30,대구,롯데,4,12,삼성,패,승,정규시즌
2011-06-09 18:30,대구,롯데,13,7,삼성,승,패,정규시즌
2011-06-14 18:30,문학,롯데,5,8,SK,패,승,정규시즌
2011-06-15 18:30,문학,롯데,1,4,SK,패,승,정규시즌
2011-06-16 18:30,문학,롯데,7,2,SK,승,패,정규시즌
2011-06-17 18:30,목동,롯데,1,8,넥센,패,승,정규시즌
2011-06-18 17:00,목동,롯데,3,7,넥센,패,승,정규시즌
2011-06-19 17:00,목동,롯데,10,4,넥센,승,패,정규시즌
2011-07-01 18:30,대구,롯데,4,5,삼성,패,승,정규시즌
2011-07-02 17:00,대구,롯데,8,4,삼성,승,패,정규시즌
2011-07-05 18:30,잠실,롯데,6,2,두산,승,패,정규시즌
2011-07-06 18:30,잠실,롯데,4,1,두산,승,패,정규시즌
2011-07-08 18:30,문학,롯데,2,10,SK,패,승,정규시즌
2011-07-09 17:00,문학,롯데,1,2,SK,패,승,정규시즌
2011-07-19 18:30,잠실,롯데,5,3,두산,승,패,정규시즌
2011-07-20 18:30,잠실,롯데,13,5,두산,승,패,정규시즌
2011-07-21 18:30,잠실,롯데,4,6,두산,패,승,정규시즌
2011-08-02 18:30,대전,롯데,9,3,한화,승,패,정규시즌
2011-08-04 18:30,대전,롯데,9,1,한화,승,패,정규시즌
2011-08-13 17:00,잠실,롯데,4,6,LG,패,승,정규시즌
2011-08-14 17:00,잠실,롯데,4,1,LG,승,패,정규시즌
2011-08-16 18:30,무등,롯데,7,2,기아,승,패,정규시즌
2011-08-17 18:30,무등,롯데,9,3,기아,승,패,정규시즌
2011-08-18 18:30,무등,롯데,4,1,기아,승,패,정규시즌
2011-08-26 18:30,목동,롯데,2,1,넥센,승,패,정규시즌
2011-08-27 17:00,목동,롯데,2,6,넥센,패,승,정규시즌
2011-08-28 17:00,목동,롯데,6,3,넥센,승,패,정규시즌
2011-09-02 18:30,잠실,롯데,6,2,LG,승,패,정규시즌
2011-09-03 17:00,잠실,롯데,7,1,LG,승,패,정규시즌
2011-09-04 17:00,잠실,롯데,1,3,LG,패,승,정규시즌
2011-09-08 18:30,문학,롯데,2,2,SK,무,무,정규시즌
2011-09-09 18:30,문학,롯데,9,10,SK,패,승,정규시즌
2011-09-13 17:00,대구,롯데,5,0,삼성,승,패,정규시즌
2011-09-14 18:30,대구,롯데,5,8,삼성,패,승,정규시즌
2011-09-15 18:30,청주,롯데,12,7,한화,승,패,정규시즌
2011-09-16 18:30,청주,롯데,10,12,한화,패,승,정규시즌
2011-09-17 17:00,잠실,롯데,2,10,두산,패,승,정규시즌
2011-09-18 17:00,잠실,롯데,6,3,두산,승,패,정규시즌
2011-09-24 17:00,대전,롯데,6,1,한화,승,패,정규시즌
2011-09-25 17:00,대전,롯데,3,4,한화,패,승,정규시즌
2011-10-19 18:00,문학,롯데,0,3,SK,패,승,플레이오프
2011-10-20 18:00,문학,롯데,2,0,SK,승,패,플레이오프
2012-03-20 13:00,청주,롯데,9,2,한화,승,패,시범경기
2012-03-21 13:00,청주,롯데,6,7,한화,패,승,시범경기
2012-03-27 13:00,대구,롯데,2,5,삼성,패,승,시범경기
2012-03-28 13:00,대구,롯데,4,5,삼성,패,승,시범경기
2012-04-11 18:30,잠실,롯데,8,3,LG,승,패,정규시즌
2012-04-12 18:30,잠실,롯데,0,4,LG,패,승,정규시즌
2012-04-20 18:30,무등,롯데,11,7,기아,승,패,정규시즌
2012-04-24 18:30,대구,롯데,6,2,삼성,승,패,정규시즌
2012-04-26 18:30,대구,롯데,3,6,삼성,패,승,정규시즌
2012-05-01 18:30,목동,롯데,11,1,넥센,승,패,정규시즌
2012-05-02 18:30,목동,롯데,4,6,넥센,패,승,정규시즌
2012-05-03 18:30,목동,롯데,4,2,넥센,승,패,정규시즌
2012-05-04 18:30,문학,롯데,3,5,SK,패,승,정규시즌
2012-05-05 13:50,문학,롯데,3,1,SK,승,패,정규시즌
2012-05-06 14:00,문학,롯데,3,5,SK,패,승,정규시즌
2012-05-11 18:30,청주,롯데,9,15,한화,패,승,정규시즌
2012-05-12 17:00,대전,롯데,6,4,한화,승,패,정규시즌
2012-05-13 17:00,대전,롯데,1,7,한화,패,승,정규시즌
2012-05-22 18:30,대구,롯데,1,5,삼성,패,승,정규시즌
2012-05-23 18:30,대구,롯데,4,3,삼성,승,패,정규시즌
2012-05-24 18:20,대구,롯데,2,7,삼성,패,승,정규시즌
2012-05-25 18:30,잠실,롯데,8,4,두산,승,패,정규시즌
2012-05-26 17:00,잠실,롯데,6,1,두산,승,패,정규시즌
2012-05-27 17:00,잠실,롯데,7,1,두산,승,패,정규시즌
2012-06-05 18:30,대전,롯데,2,8,한화,패,승,정규시즌
2012-06-06 14:00,대전,롯데,2,3,한화,패,승,정규시즌
2012-06-07 18:30,대전,롯데,9,7,한화,승,패,정규시즌
2012-06-15 18:30,목동,롯데,2,2,넥센,무,무,정규시즌
2012-06-16 17:00,목동,롯데,5,4,넥센,승,패,정규시즌
2012-06-17 17:00,목동,롯데,3,4,넥센,패,승,정규시즌
2012-06-19 18:30,문학,롯데,5,1,SK,승,패,정규시즌
2012-06-20 18:30,문학,롯데,1,3,SK,패,승,정규시즌
2012-06-21 18:30,문학,롯데,7,2,SK,승,패,정규시즌
2012-06-22 18:30,잠실,롯데,6,5,LG,승,패,정규시즌
2012-06-23 17:00,잠실,롯데,6,4,LG,승,패,정규시즌
2012-06-24 17:00,잠실,롯데,7,1,LG,승,패,정규시즌
2012-06-29 18:30,잠실,롯데,1,6,두산,패,승,정규시즌
2012-06-30 17:00,잠실,롯데,1,5,두산,패,승,정규시즌
2012-07-01 17:00,잠실,롯데,2,7,두산,패,승,정규시즌
2012-07-12 18:30,무등,롯데,1,5,기아,패,승,정규시즌
2012-07-17 18:30,목동,롯데,3,6,넥센,패,승,정규시즌
2012-07-18 18:30,목동,롯데,5,0,넥센,승,패,정규시즌
2012-07-19 18:30,목동,롯데,3,5,넥센,패,승,정규시즌
2012-07-24 18:30,대전,롯데,3,4,한화,패,승,정규시즌
2012-07-25 18:30,대전,롯데,1,10,한화,패,승,정규시즌
2012-07-26 18:30,대전,롯데,9,2,한화,승,패,정규시즌
2012-07-27 18:30,잠실,롯데,1,2,두산,패,승,정규시즌
2012-07-28 17:00,잠실,롯데,0,2,두산,패,승,정규시즌
2012-07-29 17:00,잠실,롯데,4,2,두산,승,패,정규시즌
2012-08-07 18:30,잠실,롯데,5,6,LG,패,승,정규시즌
2012-08-08 18:30,잠실,롯데,6,5,LG,승,패,정규시즌
2012-08-09 18:30,잠실,롯데,6,1,LG,승,패,정규시즌
2012-08-11 17:00,무등,롯데,3,1,기아,승,패,정규시즌
2012-08-12 17:00,무등,롯데,4,2,기아,승,패,정규시즌
2012-08-21 18:30,대구,롯데,5,3,삼성,승,패,정규시즌
2012-08-29 18:30,문학,롯데,10,1,SK,승,패,정규시즌
2012-09-06 18:30,대전,롯데,0,2,한화,패,승,정규시즌
2012-09-12 18:30,무등,롯데,3,1,기아,승,패,정규시즌
2012-09-14 00:00,무등,롯데,8,8,기아,무,무,정규시즌
2012-09-14 15:00,무등,롯데,1,10,기아,패,승,정규시즌
2012-09-15 17:00,대구,롯데,2,3,삼성,패,승,정규시즌
2012-09-20 18:30,목동,롯데,1,3,넥센,패,승,정규시즌
2012-09-21 18:30,잠실,롯데,4,6,LG,패,승,정규시즌
2012-09-22 17:00,대구,롯데,1,6,삼성,패,승,정규시즌
2012-09-24 18:30,대구,롯데,1,2,삼성,패,승,정규시즌
2012-09-28 18:30,대구,롯데,3,6,삼성,패,승,정규시즌
2012-09-30 17:00,군산,롯데,0,1,기아,패,승,정규시즌
2012-10-01 17:00,군산,롯데,0,10,기아,패,승,정규시즌
2012-10-02 18:30,군산,롯데,10,2,기아,승,패,정규시즌
2012-10-05 18:30,문학,롯데,8,3,SK,승,패,정규시즌
2012-10-06 17:00,문학,롯데,1,6,SK,패,승,정규시즌
2012-10-08 18:00,잠실,롯데,8,5,두산,승,패,준플레이오프
2012-10-09 18:00,잠실,롯데,2,1,두산,승,패,준플레이오프
2012-10-16 18:00,문학,롯데,1,2,SK,패,승,플레이오프
2012-10-17 18:00,문학,롯데,5,4,SK,승,패,플레이오프
2012-10-22 18:00,문학,롯데,3,6,SK,패,승,플레이오프
2013-03-21 13:00,마산,롯데,3,6,NC,패,승,시범경기
2013-03-22 13:00,마산,롯데,1,2,NC,패,승,시범경기
2013-03-23 13:00,대전,롯데,1,2,한화,패,승,시범경기
2013-03-24 13:00,대전,롯데,7,0,한화,승,패,시범경기
2013-04-02 18:30,마산,롯데,4,0,NC,승,패,정규시즌
2013-04-03 18:30,마산,롯데,3,2,NC,승,패,정규시즌
2013-04-04 18:30,마산,롯데,5,1,NC,승,패,정규시즌
2013-04-12 18:30,잠실,롯데,3,3,두산,무,무,정규시즌
2013-04-13 17:00,잠실,롯데,2,7,두산,패,승,정규시즌
2013-04-14 14:00,잠실,롯데,6,7,두산,패,승,정규시즌
2013-04-19 18:30,대구,롯데,4,3,삼성,승,패,정규시즌
2013-04-21 14:00,대구,롯데,8,9,삼성,패,승,정규시즌
2013-04-26 18:30,잠실,롯데,4,5,LG,패,승,정규시즌
2013-04-27 17:00,잠실,롯데,2,1,LG,승,패,정규시즌
2013-04-28 14:00,잠실,롯데,0,4,LG,패,승,정규시즌
2013-04-30 18:30,대전,롯데,3,9,한화,패,승,정규시즌
2013-05-01 18:30,대전,롯데,4,3,한화,승,패,정규시즌
2013-05-02 18:30,대전,롯데,4,3,한화,승,패,정규시즌
2013-05-07 18:30,무등,롯데,3,0,기아,승,패,정규시즌
2013-05-08 18:30,무등,롯데,5,1,기아,승,패,정규시즌
2013-05-17 15:00,문학,롯데,3,4,SK,패,승,정규시즌
2013-05-18 17:00,문학,롯데,6,5,SK,승,패,정규시즌
2013-05-19 17:00,문학,롯데,11,5,SK,승,패,정규시즌
2013-05-24 18:30,목동,롯데,2,1,넥센,승,패,정규시즌
2013-05-25 17:00,목동,롯데,3,4,넥센,패,승,정규시즌
2013-05-26 17:00,목동,롯데,1,7,넥센,패,승,정규시즌
2013-05-31 18:30,대구,롯데,10,0,삼성,승,패,정규시즌
2013-06-01 17:00,대구,롯데,2,1,삼성,승,패,정규시즌
2013-06-02 17:00,대구,롯데,3,5,삼성,패,승,정규시즌
2013-06-07 18:30,잠실,롯데,4,7,LG,패,승,정규시즌
2013-06-08 17:00,잠실,롯데,0,6,LG,패,승,정규시즌
2013-06-09 17:00,잠실,롯데,8,2,LG,승,패,정규시즌
2013-06-19 18:30,잠실,롯데,13,6,두산,승,패,정규시즌
2013-06-20 18:30,잠실,롯데,4,2,두산,승,패,정규시즌
2013-06-21 18:30,문학,롯데,4,5,SK,패,승,정규시즌
2013-06-22 17:00,문학,롯데,3,2,SK,승,패,정규시즌
2013-06-23 17:00,문학,롯데,5,8,SK,패,승,정규시즌
2013-07-06 18:00,무등,롯데,6,8,기아,패,승,정규시즌
2013-07-09 18:30,목동,롯데,1,3,넥센,패,승,정규시즌
2013-07-10 18:30,목동,롯데,6,2,넥센,승,패,정규시즌
2013-07-12 18:30,마산,롯데,1,2,NC,패,승,정규시즌
2013-07-13 18:00,마산,롯데,7,8,NC,패,승,정규시즌
2013-07-14 18:00,마산,롯데,1,10,NC,패,승,정규시즌
2013-07-23 18:30,대전,롯데,5,4,한화,승,패,정규시즌
2013-07-24 18:30,대전,롯데,6,5,한화,승,패,정규시즌
2013-07-25 18:30,대전,롯데,5,1,한화,승,패,정규시즌
2013-08-08 18:30,잠실,롯데,5,4,LG,승,패,정규시즌
2013-08-09 18:30,잠실,롯데,2,7,LG,패,승,정규시즌
2013-08-10 18:00,문학,롯데,0,6,SK,패,승,정규시즌
2013-08-11 18:00,문학,롯데,3,4,SK,패,승,정규시즌
2013-08-13 18:30,잠실,롯데,2,3,두산,패,승,정규시즌
2013-08-14 18:30,잠실,롯데,6,7,두산,패,승,정규시즌
2013-08-20 18:30,대전,롯데,4,0,한화,승,패,정규시즌
2013-08-21 18:30,대전,롯데,6,4,한화,승,패,정규시즌
2013-08-27 18:30,무등,롯데,7,2,기아,승,패,정규시즌
2013-08-28 18:30,무등,롯데,4,5,기아,패,승,정규시즌
2013-09-03 18:30,목동,롯데,5,4,넥센,승,패,정규시즌
2013-09-04 18:30,목동,롯데,2,5,넥센,패,승,정규시즌
2013-09-10 18:30,마산,롯데,2,3,NC,패,승,정규시즌
2013-09-11 18:30,마산,롯데,2,0,NC,승,패,정규시즌
2013-09-12 18:30,대구,롯데,1,0,삼성,승,패,정규시즌
2013-09-13 18:30,대구,롯데,5,10,삼성,패,승,정규시즌
2013-09-22 17:00,목동,롯데,3,4,넥센,패,승,정규시즌
2013-09-23 18:30,잠실,롯데,10,3,두산,승,패,정규시즌
2013-09-24 18:30,무등,롯데,8,2,기아,승,패,정규시즌
2013-09-25 18:30,무등,롯데,1,7,기아,패,승,정규시즌
2013-09-26 18:30,무등,롯데,2,1,기아,승,패,정규시즌
2013-09-27 18:30,대구,롯데,4,3,삼성,승,패,정규시즌
2014-03-08 13:00,마산,롯데,5,1,NC,승,패,시범경기
2014-03-09 13:00,마산,롯데,14,6,NC,승,패,시범경기
2014-03-15 13:00,대구,롯데,3,6,삼성,패,승,시범경기
2014-03-16 13:00,대구,롯데,4,3,삼성,승,패,시범경기
2014-03-20 13:00,광주,롯데,1,3,기아,패,승,시범경기
2014-03-21 13:00,광주,롯데,1,7,기아,패,승,시범경기
2014-04-11 18:30,광주,롯데,20,8,기아,승,패,정규시즌
2014-04-12 17:00,광주,롯데,0,3,기아,패,승,정규시즌
2014-04-13 14:00,광주,롯데,6,3,기아,승,패,정규시즌
2014-04-18 18:30,잠실,롯데,13,7,두산,승,패,정규시즌
2014-04-19 17:00,잠실,롯데,5,6,두산,패,승,정규시즌
2014-04-20 14:00,잠실,롯데,3,2,두산,승,패,정규시즌
2014-04-22 18:30,목동,롯데,9,10,넥센,패,승,정규시즌
2014-04-23 18:30,목동,롯데,10,2,넥센,승,패,정규시즌
2014-04-24 18:30,목동,롯데,3,10,넥센,패,승,정규시즌
2014-04-30 18:30,대전,롯데,6,4,한화,승,패,정규시즌
2014-05-01 18:30,대전,롯데,0,3,한화,패,승,정규시즌
2014-05-03 17:00,문학,롯데,6,5,SK,승,패,정규시즌
2014-05-04 14:00,문학,롯데,16,4,SK,승,패,정규시즌
2014-05-05 14:00,문학,롯데,5,9,SK,패,승,정규시즌
2014-05-09 18:30,마산,롯데,3,1,NC,승,패,정규시즌
2014-05-10 17:00,마산,롯데,2,4,NC,패,승,정규시즌
2014-05-11 14:00,마산,롯데,1,10,NC,패,승,정규시즌
2014-05-13 18:30,잠실,롯데,0,5,LG,패,승,정규시즌
2014-05-14 18:30,잠실,롯데,1,2,LG,패,승,정규시즌
2014-05-15 18:30,잠실,롯데,9,4,LG,승,패,정규시즌
2014-05-20 18:30,포항,롯데,2,7,삼성,패,승,정규시즌
2014-05-21 18:30,포항,롯데,5,7,삼성,패,승,정규시즌
2014-05-22 18:30,포항,롯데,5,6,삼성,패,승,정규시즌
2014-05-30 18:30,잠실,롯데,1,6,두산,패,승,정규시즌
2014-05-31 17:00,잠실,롯데,23,1,두산,승,패,정규시즌
2014-06-01 17:00,잠실,롯데,14,5,두산,승,패,정규시즌
2014-06-06 17:00,문학,롯데,4,7,SK,패,승,정규시즌
2014-06-07 17:00,문학,롯데,4,0,SK,승,패,정규시즌
2014-06-08 17:00,문학,롯데,3,0,SK,승,패,정규시즌
2014-06-17 18:30,마산,롯데,5,10,NC,패,승,정규시즌
2014-06-18 18:30,마산,롯데,2,5,NC,패,승,정규시즌
2014-06-19 18:30,마산,롯데,7,5,NC,승,패,정규시즌
2014-06-24 18:30,대전,롯데,5,6,한화,패,승,정규시즌
2014-06-25 18:30,대전,롯데,9,3,한화,승,패,정규시즌
2014-06-26 18:30,대전,롯데,10,9,한화,승,패,정규시즌
2014-07-01 18:30,목동,롯데,7,12,넥센,패,승,정규시즌
2014-07-02 18:30,목동,롯데,3,7,넥센,패,승,정규시즌
2014-07-03 18:30,목동,롯데,9,10,넥센,패,승,정규시즌
2014-07-08 18:30,대구,롯데,0,4,삼성,패,승,정규시즌
2014-07-09 18:30,대구,롯데,4,5,삼성,패,승,정규시즌
2014-07-10 18:30,대구,롯데,5,2,삼성,승,패,정규시즌
2014-07-11 18:30,광주,롯데,12,5,기아,승,패,정규시즌
2014-07-12 18:00,광주,롯데,4,5,기아,패,승,정규시즌
2014-07-13 18:00,광주,롯데,2,0,기아,승,패,정규시즌
2014-07-26 18:00,잠실,롯데,2,6,LG,패,승,정규시즌
2014-07-27 18:00,잠실,롯데,4,3,LG,승,패,정규시즌
2014-07-28 18:30,잠실,롯데,3,5,LG,패,승,정규시즌
2014-08-08 18:30,대구,롯데,9,10,삼성,패,승,정규시즌
2014-08-09 18:00,광주,롯데,3,7,기아,패,승,정규시즌
2014-08-10 18:00,광주,롯데,3,6,기아,패,승,정규시즌
2014-08-14 18:30,대전,롯데,9,4,한화,승,패,정규시즌
2014-08-15 18:00,대전,롯데,6,8,한화,패,승,정규시즌
2014-08-16 18:00,잠실,롯데,2,9,두산,패,승,정규시즌
2014-08-17 18:00,잠실,롯데,4,7,두산,패,승,정규시즌
2014-08-30 18:00,잠실,롯데,2,3,LG,패,승,정규시즌
2014-08-31 18:00,잠실,롯데,6,2,LG,승,패,정규시즌
2014-09-04 18:30,문학,롯데,6,4,SK,승,패,정규시즌
2014-09-05 18:30,문학,롯데,3,12,SK,패,승,정규시즌
2014-09-06 17:00,목동,롯데,10,5,넥센,승,패,정규시즌
2014-09-07 14:00,목동,롯데,6,7,넥센,패,승,정규시즌
2014-09-11 18:30,마산,롯데,5,1,NC,승,패,정규시즌
2014-09-12 18:30,마산,롯데,0,6,NC,패,승,정규시즌
2014-10-01 18:30,대구,롯데,3,4,삼성,패,승,정규시즌
2014-10-07 18:30,대전,롯데,5,8,한화,패,승,정규시즌
2015-03-14 13:00,목동,롯데,5,3,넥센,승,패,시범경기
2015-03-15 13:00,목동,롯데,1,2,넥센,패,승,시범경기
2015-03-19 13:00,대전,롯데,12,0,한화,승,패,시범경기
2015-03-20 13:00,대전,롯데,13,2,한화,승,패,시범경기
2015-03-31 18:30,잠실,롯데,7,1,LG,승,패,정규시즌
2015-04-01 18:30,잠실,롯데,2,3,LG,패,승,정규시즌
2015-04-07 18:30,대구,롯데,1,3,삼성,패,승,정규시즌
2015-04-08 18:30,대구,롯데,2,4,삼성,패,승,정규시즌
2015-04-09 18:30,대구,롯데,4,5,삼성,패,승,정규시즌
2015-04-17 18:30,잠실,롯데,1,12,두산,패,승,정규시즌
2015-04-18 17:00,잠실,롯데,5,7,두산,패,승,정규시즌
2015-04-21 18:30,광주,롯데,2,3,기아,패,승,정규시즌
2015-04-22 18:30,광주,롯데,7,6,기아,승,패,정규시즌
2015-04-23 18:30,광주,롯데,6,7,기아,패,승,정규시즌
2015-04-28 18:30,목동,롯데,4,8,넥센,패,승,정규시즌
2015-04-30 18:30,목동,롯데,4,2,넥센,승,패,정규시즌
2015-05-01 18:30,대전,롯데,5,7,한화,패,승,정규시즌
2015-05-02 17:00,대전,롯데,3,5,한화,패,승,정규시즌
2015-05-03 14:00,대전,롯데,6,3,한화,승,패,정규시즌
2015-05-08 18:30,마산,롯데,3,4,NC,패,승,정규시즌
2015-05-09 17:00,마산,롯데,3,6,NC,패,승,정규시즌
2015-05-10 14:00,마산,롯데,2,6,NC,패,승,정규시즌
2015-05-15 18:30,수원,롯데,11,10,KT,승,패,정규시즌
2015-05-16 17:00,수원,롯데,10,1,KT,승,패,정규시즌
2015-05-17 14:00,수원,롯데,6,2,KT,승,패,정규시즌
2015-05-26 18:30,문학,롯데,10,5,SK,승,패,정규시즌
2015-05-27 18:30,문학,롯데,0,6,SK,패,승,정규시즌
2015-05-28 18:30,문학,롯데,3,1,SK,승,패,정규시즌
2015-06-02 18:30,포항,롯데,7,13,삼성,패,승,정규시즌
